WS Map_uicombfhp_data
Legal Town,Heat Pump Type,RNC,Sector,Source Program Name,Utility,Year,LEGAL TOWN,Program,Source Program,Project Measure: Measure Total Quantity
North Haven,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,NORTH HAVEN,CTMID DSHP,CTMID DSHP,1
North Haven,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,NORTH HAVEN,CTMID DSHP,CTMID DSHP,1
North Haven,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,NORTH HAVEN,CTMID DSHP,CTMID DSHP,1
North Haven,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,NORTH HAVEN,CTMID DSHP,CTMID DSHP,1
North Haven,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,NORTH HAVEN,CTMID DSHP,CTMID DSHP,1
North Haven,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,NORTH HAVEN,CTMID DSHP,CTMID DSHP,1
North Haven,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,NORTH HAVEN,CTMID DSHP,CTMID DSHP,1
North Haven,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,NORTH HAVEN,CTMID DSHP,CTMID DSHP,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2018,STRATFORD,CTWH,CTWH,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2019,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2020,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2020,STRATFORD,CTWH,CTWH,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2021,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2021,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2021,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2021,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2021,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2021,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2021,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HPWH,UI,2021,STRATFORD,CTHPWHRAAS Pre,CTHPWHRAAS Pre,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID,CTMID,1
Stratford,Heat Pump Water Heater,Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID,CTMID,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,2
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,2
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,2
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTHVC,CTHVC,1
Stratford,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTHVC,CTHVC,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTHVC,CTHVC,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTHVC,CTHVC,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTHVC,CTHVC,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTHVC,CTHVC,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,2
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2018,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2019,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2020,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
Stratford,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,UI,2021,STRATFORD,CTMID DSHP,CTMID DSHP,1
